variety,country,points
Sauvignon Blanc,France,87
Chenin Blanc,France,93
Gamay,France,90
Pinot Gris,France,88
Rhône-style White Blend,France,92
Sauvignon Blanc,France,93
Champagne Blend,France,87
Bordeaux-style Red Blend,France,91
Champagne Blend,France,87
Sauvignon Blanc,France,92
Rosé,France,84
Rosé,France,88
Pinot Noir,France,87
Gamay,France,87
Gewürztraminer,France,87
Chardonnay,France,89
Bordeaux-style Red Blend,France,95
Bordeaux-style White Blend,France,95
Bordeaux-style Red Blend,France,91
Bordeaux-style Red Blend,France,91
Bordeaux-style Red Blend,France,85
Melon,France,83
Rhône-style Red Blend,France,85
Bordeaux-style Red Blend,France,85
Sauvignon Blanc,France,91
Rosé,France,85
Marsanne,France,86
Sauvignon Blanc,France,91
Bordeaux-style Red Blend,France,91
Rhône-style Red Blend,France,86
Sauvignon Blanc,France,91
Pinot Noir,France,89
Chenin Blanc,France,91
Bordeaux-style Red Blend,France,85
Bordeaux-style Red Blend,France,85
Bordeaux-style Red Blend,France,85
Cabernet Franc,France,91
Pinot Noir,France,86
Gamay,France,86
Rosé,France,92
Chardonnay,France,89
Bordeaux-style Red Blend,France,85
Rhône-style Red Blend,France,87
Bordeaux-style White Blend,France,85
Bordeaux-style Red Blend,France,95
Syrah,France,89
Bordeaux-style Red Blend,France,95
Gewürztraminer,France,95
Riesling,France,95
Gamay,France,89
Red Blend,France,86
Pinot Gris,France,95
Pinot Gris,France,87
Melon,France,86
Riesling,France,95
Riesling,France,95
Rosé,France,88
Malbec-Merlot,France,87
Chardonnay,France,93
Chardonnay,France,93
Riesling,France,95
Bordeaux-style Red Blend,France,87
Chardonnay,France,93
Bordeaux-style Red Blend,France,87
Chardonnay,France,93
Chardonnay,France,93
Melon,France,83
Gewürztraminer,France,87
Bordeaux-style Red Blend,France,85
Bordeaux-style Red Blend,France,92
Bordeaux-style Red Blend,France,89
Pinot Noir,France,88
Rhône-style Red Blend,France,90
Bordeaux-style Red Blend,France,88
Chardonnay,France,88
Bordeaux-style Red Blend,France,88
Bordeaux-style Red Blend,France,88
Bordeaux-style Red Blend,France,88
Sauvignon Blanc,France,90
Pinot Noir,France,90
Chardonnay,France,90
Malbec,France,89
Bordeaux-style White Blend,France,88
Bordeaux-style Red Blend,France,88
Chardonnay,France,88
Bordeaux-style Red Blend,France,88
Bordeaux-style Red Blend,France,88
Pinot Noir,France,88
Bordeaux-style Red Blend,France,88
Pinot Noir,France,88
Bordeaux-style Red Blend,France,88
Chardonnay,France,88
Syrah,France,89
Bordeaux-style Red Blend,France,88
Aligoté,France,88
Riesling,France,88
Gamay,France,85
Chardonnay,France,90
Gamay,France,85
Chenin Blanc,France,88
Bordeaux-style Red Blend,France,87
Rhône-style Red Blend,France,87
Champagne Blend,France,85
Colombard,France,87
Gamay,France,85
Gamay,France,85
Gamay,France,85
Gamay,France,85
Gamay,France,85
Sauvignon Blanc,France,88
Gamay,France,87
Chardonnay,France,90
Rhône-style White Blend,France,84
Chardonnay,France,88
Syrah,France,90
Provence red blend,France,88
Gamay,France,85
Sauvignon Blanc,France,90
Sauvignon Blanc,France,90
Pinot Noir,France,89
Bordeaux-style Red Blend,France,88
Bordeaux-style Red Blend,France,89
Bordeaux-style Red Blend,France,87
Rosé,France,88
Rhône-style Red Blend,France,89
Pinot Noir,France,93
Alsace white blend,France,93
Rosé,France,88
Chardonnay,France,89
Pinot Noir,France,89
Rosé,France,84
Bordeaux-style Red Blend,France,92
Bordeaux-style Red Blend,France,92
Pinot Noir,France,88
Rosé,France,87
Chardonnay,France,93
Pinot Noir,France,93
Pinot Noir,France,93
Pinot Noir,France,88
Chardonnay,France,88
Bordeaux-style Red Blend,France,92
Red Blend,France,84
Pinot Noir,France,93
Bordeaux-style Red Blend,France,92
Rhône-style Red Blend,France,89
Chardonnay,France,89
Pinot Noir,France,89
Riesling,France,90
Chardonnay,France,87
Pinot Blanc,France,89
Pinot Noir,France,90
Pinot Noir,France,88
Pinot Noir,France,90
Pinot Noir,France,88
Bordeaux-style Red Blend,France,88
Riesling,France,91
Gewürztraminer,France,91
Bordeaux-style Red Blend,France,88
Rhône-style Red Blend,France,87
Bordeaux-style White Blend,France,90
Gamay,France,84
Chardonnay,France,88
Pinot Gris,France,90
Gewürztraminer,France,90
Gewürztraminer,France,90
Gewürztraminer,France,90
Gewürztraminer,France,90
Riesling,France,90
Chardonnay,France,87
Rosé,France,87
Chardonnay,France,87
Chardonnay,France,87
Rosé,France,87
Pinot Noir,France,88
Bordeaux-style Red Blend,France,85
Marsanne,France,85
Bordeaux-style White Blend,France,85
Colombard,France,86
Bordeaux-style Red Blend,France,85
Gamay,France,92
Merlot,France,85
Gamay,France,86
Rosé,France,93
White Blend,France,86
Rosé,France,93
Gamay,France,90
Chardonnay,France,85
Gamay,France,86
Bordeaux-style Red Blend,France,85
Bordeaux-style Red Blend,France,85
Rosé,France,85
Rosé,France,85
Sauvignon Blanc,France,85
Champagne Blend,France,89
Gamay,France,90
Bordeaux-style White Blend,France,89
Champagne Blend,France,89
Bordeaux-style Red Blend,France,89
Bordeaux-style Red Blend,France,89
Bordeaux-style White Blend,France,85
Provence red blend,France,88
Gamay,France,92
Cabernet Sauvignon-Merlot,France,85
Champagne Blend,France,89
Sauvignon Blanc,France,89
Champagne Blend,France,89
Rosé,France,88
Gamay,France,90
Gamay,France,90
Champagne Blend,France,89
Gamay,France,89
Melon,France,88
Pinot Noir,France,88
Rosé,France,88
Tannat-Cabernet,France,88
Rosé,France,86
Rosé,France,86
Rosé,France,88
Bordeaux-style Red Blend,France,85
Rosé,France,88
Malbec,France,92
Rosé,France,85
Malbec,France,92
Chardonnay,France,86
Bordeaux-style Red Blend,France,85
Rosé,France,86
Bordeaux-style Red Blend,France,89
Gamay,France,89
Bordeaux-style Red Blend,France,89
Bordeaux-style Red Blend,France,89
Provence red blend,France,88
Chardonnay,France,88
Chardonnay,France,93
Chardonnay,France,92
Pinot Noir,France,87
Chenin Blanc,France,91
Champagne Blend,France,92
Sparkling Blend,France,92
Pinot Noir,France,87
Chardonnay,France,91
Sparkling Blend,France,92
Gamay,France,90
Bordeaux-style Red Blend,France,88
Rosé,France,88
Bordeaux-style Red Blend,France,88
Chardonnay,France,91
Pinot Noir,France,91
Sauvignon Blanc,France,94
Bordeaux-style Red Blend,France,92
Rhône-style Red Blend,France,90
Alsace white blend,France,89
Rhône-style White Blend,France,92
Bordeaux-style White Blend,France,88
Pinot Noir,France,88
Chardonnay,France,88
Tannat-Cabernet Franc,France,90
Provence red blend,France,94
Riesling,France,90
Pinot Gris,France,90
Petit Manseng,France,90
Champagne Blend,France,93
Champagne Blend,France,93
Muscadelle,France,90
Gamay,France,90
Gewürztraminer,France,90
Pinot Noir,France,92
Riesling,France,90
Pinot Noir,France,92
Gewürztraminer,France,90
Riesling,France,90
Chardonnay,France,92
Chardonnay,France,88
Champagne Blend,France,93
Chardonnay,France,92
Chardonnay,France,92
Gewürztraminer,France,90
Gewürztraminer,France,90
Chardonnay,France,92
Riesling,France,90
Sparkling Blend,France,85
Sauvignon Blanc,France,86
Gamay,France,84
Chardonnay,France,89
Bordeaux-style Red Blend,France,91
Bordeaux-style Red Blend,France,91
Bordeaux-style Red Blend,France,91
Bordeaux-style Red Blend,France,91
Bordeaux-style Red Blend,France,91
Bordeaux-style Red Blend,France,87
Bordeaux-style White Blend,France,87
Bordeaux-style Red Blend,France,86
Chardonnay,France,90
Champagne Blend,France,88
Bordeaux-style Red Blend,France,91
Chardonnay,France,90
Rosé,France,87
Rosé,France,91
Rhône-style Red Blend,France,91
Champagne Blend,France,88
Gamay,France,93
Bordeaux-style Red Blend,France,87
Bordeaux-style Red Blend,France,87
Bordeaux-style Red Blend,France,87
Chardonnay,France,90
Bordeaux-style Red Blend,France,87
Bordeaux-style Red Blend,France,87
Bordeaux-style Red Blend,France,90
Bordeaux-style Red Blend,France,90
Bordeaux-style Red Blend,France,90
Rosé,France,85
Bordeaux-style White Blend,France,85
Pinot Noir,France,84
Champagne Blend,France,88
Pinot Noir,France,84
Grolleau,France,82
Bordeaux-style Red Blend,France,85
Bordeaux-style White Blend,France,95
Bordeaux-style Red Blend,France,97
Bordeaux-style Red Blend,France,86
Bordeaux-style Red Blend,France,87
Bordeaux-style Red Blend,France,88
Bordeaux-style Red Blend,France,88
Bordeaux-style Red Blend,France,88
Bordeaux-style Red Blend,France,88
Bordeaux-style Red Blend,France,88
Bordeaux-style Red Blend,France,89
Bordeaux-style Red Blend,France,89
Bordeaux-style Red Blend,France,89
Bordeaux-style Red Blend,France,89
Bordeaux-style Red Blend,France,89
Bordeaux-style Red Blend,France,89
Bordeaux-style Red Blend,France,90
Bordeaux-style Red Blend,France,87
Bordeaux-style Red Blend,France,87
Melon,France,88
Bordeaux-style Red Blend,France,87
Chardonnay,France,94
Rosé,France,88
Bordeaux-style Red Blend,France,88
Pinot Noir,France,89
Sparkling Blend,France,89
Muscat,France,88
Sauvignon Blanc,France,86
Chardonnay,France,94
Rhône-style Red Blend,France,90
Sauvignon Blanc,France,86
Champagne Blend,France,89
Rosé,France,84
Riesling,France,92
Gamay,France,84
Sparkling Blend,France,84
Gamay,France,84
Gamay,France,84
Gamay,France,84
Chardonnay,France,84
Chardonnay,France,84
Gamay,France,84
Jacquère,France,88
Rosé,France,84
Rosé,France,88
Riesling,France,95
Bordeaux-style Red Blend,France,88
Vermentino,France,86
Bordeaux-style Red Blend,France,93
Bordeaux-style Red Blend,France,93
Cabernet Franc,France,88
Bordeaux-style Red Blend,France,93
Merlot,France,93
Rhône-style White Blend,France,88
Syrah,France,88
Viognier,France,88
Sparkling Blend,France,83
Chardonnay,France,83
Pinot Noir,France,94
Merlot,France,84
Riesling,France,87
Pinot Gris,France,87
Melon,France,87
Gamay,France,93
Rosé,France,84
Chardonnay,France,94
Gamay,France,90
Chardonnay,France,84
Bordeaux-style Red Blend,France,88
Viognier,France,90
Sauvignon Blanc,France,86
Malbec,France,94
White Blend,France,89
Sauvignon Blanc,France,89
Gewürztraminer,France,87
Bordeaux-style White Blend,France,88
White Blend,France,88
Malbec,France,88
Red Blend,France,88
Bordeaux-style White Blend,France,93
Bordeaux-style Red Blend,France,88
Sparkling Blend,France,87
Chardonnay,France,88
Gamay,France,92
Gewürztraminer,France,86
Pinot Noir,France,90
Gewürztraminer,France,93
Bordeaux-style White Blend,France,87
Cabernet Merlot,France,85
Gamay,France,92
Pinot Gris,France,93
Riesling,France,93
Bordeaux-style Red Blend,France,86
Riesling,France,93
Sauvignon Blanc,France,93
Pinot Gris,France,86
Gewürztraminer,France,93
Sauvignon Blanc,France,93
Champagne Blend,France,88
Pinot Noir,France,89
Chardonnay,France,90
Champagne Blend,France,87
Pinot Noir,France,89
Pinot Noir,France,87
Rosé,France,88
Champagne Blend,France,87
Champagne Blend,France,87
Bordeaux-style Red Blend,France,90
Bordeaux-style Red Blend,France,90
Bordeaux-style Red Blend,France,87
Bordeaux-style Red Blend,France,87
Bordeaux-style Red Blend,France,87
Bordeaux-style Red Blend,France,87
Cabernet Sauvignon,France,87
Bordeaux-style Red Blend,France,87
Gamay,France,92
Chardonnay,France,89
Rosé,France,90
Bordeaux-style Red Blend,France,90
White Blend,France,88
Pinot Noir,France,90
Pinot Noir,France,90
Rosé,France,90
Chardonnay,France,90
Gewürztraminer,France,93
Champagne Blend,France,87
Pinot Gris,France,93
Champagne Blend,France,88
Bordeaux-style Red Blend,France,91
Chardonnay,France,91
Chardonnay,France,91
Red Blend,France,91
Bordeaux-style Red Blend,France,91
Bordeaux-style Red Blend,France,92
Chardonnay,France,91
Bordeaux-style White Blend,France,92
Chardonnay,France,91
Bordeaux-style Red Blend,France,92
Bordeaux-style Red Blend,France,91
Chardonnay,France,91
Malbec-Tannat,France,92
Bordeaux-style Red Blend,France,92
Malbec-Merlot,France,92
Chardonnay,France,91
Bordeaux-style Red Blend,France,92
White Blend,France,92
Provence red blend,France,93
Champagne Blend,France,88
Red Blend,France,91
Cabernet Franc,France,86
Petit Manseng,France,92
Malbec,France,86
Malbec,France,86
Bordeaux-style White Blend,France,91
Rosé,France,87
Colombard,France,85
Rhône-style Red Blend,France,92
Riesling,France,93
Gewürztraminer,France,93
Riesling,France,93
Pinot Noir,France,84
Bordeaux-style White Blend,France,87
Pinot Noir,France,84
Pinot Noir,France,84
Cabernet Sauvignon,France,85
Viognier,France,92
Rosé,France,87
Syrah,France,92
Chardonnay,France,92
Chardonnay,France,92
Chardonnay,France,87
Chardonnay,France,92
Chardonnay,France,87
Bordeaux-style Red Blend,France,91
Bordeaux-style White Blend,France,91
Bordeaux-style Red Blend,France,91
Bordeaux-style Red Blend,France,91
Rhône-style Red Blend,France,88
Pinot Noir,France,93
Pinot Noir,France,89
Champagne Blend,France,87
Pinot Noir,France,90
Bordeaux-style Red Blend,France,85
Chardonnay,France,92
Gamay,France,93
Riesling,France,88
Chardonnay,France,87
Pinot Noir,France,90
Bordeaux-style Red Blend,France,85
Riesling,France,86
Pinot Noir,France,87
Champagne Blend,France,92
Chardonnay,France,87
Chardonnay,France,90
Pinot Gris,France,88
Rosé,France,87
Pinot Noir,France,90
Chasselas,France,90
Rosé,France,88
Red Blend,France,86
Pinot Blanc,France,87
Tannat,France,91
Malbec,France,91
Riesling,France,88
Chenin Blanc,France,92
Riesling,France,88
Pinot Noir,France,90
Chardonnay,France,92
Gewürztraminer,France,85
Gewürztraminer,France,85
Bordeaux-style Red Blend,France,85
Pinot Blanc,France,85
Bordeaux-style Red Blend,France,85
Rosé,France,88
Provence red blend,France,88
Red Blend,France,91
Gamay,France,85
Bordeaux-style White Blend,France,92
Bordeaux-style White Blend,France,86
Gewürztraminer,France,85
Bordeaux-style White Blend,France,92
Bordeaux-style White Blend,France,92
Bordeaux-style White Blend,France,86
Cabernet-Syrah,France,87
Gewürztraminer,France,85
Rosé,France,85
White Blend,France,85
Bordeaux-style White Blend,France,86
Champagne Blend,France,92
Champagne Blend,France,92
Chardonnay,France,91
Pinot Noir,France,89
Bordeaux-style Red Blend,France,85
Bordeaux-style Red Blend,France,84
Champagne Blend,France,91
Rosé,France,86
Champagne Blend,France,91
Bordeaux-style Red Blend,France,86
Rhône-style Red Blend,France,90
Champagne Blend,France,91
Rhône-style Red Blend,France,89
Rhône-style Red Blend,France,89
Gewürztraminer,France,88
Sparkling Blend,France,88
Pinot Blanc,France,91
Rosé,France,89
Chardonnay,France,87
Champagne Blend,France,88
Sparkling Blend,France,88
Gamay,France,93
Bordeaux-style Red Blend,France,88
Red Blend,France,88
Chardonnay-Sauvignon Blanc,France,88
Sparkling Blend,France,88
Rosé,France,88
Rhône-style Red Blend,France,88
Sauvignon Blanc,France,86
Rhône-style Red Blend,France,89
Rosé,France,89
Chenin Blanc,France,89
White Blend,France,86
Gewürztraminer,France,87
Duras,France,91
Bordeaux-style Red Blend,France,84
Bordeaux-style Red Blend,France,84
Bordeaux-style Red Blend,France,84
Bordeaux-style White Blend,France,84
Bordeaux-style Red Blend,France,84
Loin de l'Oeil,France,91
Bordeaux-style White Blend,France,85
Bordeaux-style Red Blend,France,85
Red Blend,France,91
Bordeaux-style Red Blend,France,85
Gewürztraminer,France,87
Sauvignon Blanc,France,89
Pinot Noir,France,91
Bordeaux-style White Blend,France,92
Chardonnay,France,91
Rosé,France,86
Bordeaux-style Red Blend,France,92
Bordeaux-style Red Blend,France,92
Rosé,France,86
Bordeaux-style White Blend,France,86
Riesling,France,87
Pinot Gris,France,93
Gewürztraminer,France,93
Chenin Blanc,France,86
Chardonnay,France,88
Pinot Noir,France,88
Chardonnay,France,93
Chardonnay,France,93
Pinot Noir,France,93
Rosé,France,91
Rosé,France,91
Chardonnay,France,92
Rosé,France,91
Chardonnay,France,88
Malbec,France,88
Gros and Petit Manseng,France,92
Chardonnay,France,87
Champagne Blend,France,87
Rosé,France,86
Chardonnay,France,92
Rosé,France,86
Bordeaux-style Red Blend,France,87
Chardonnay,France,87
Bordeaux-style Red Blend,France,87
Bordeaux-style White Blend,France,91
Rosé,France,86
Champagne Blend,France,87
Rhône-style Red Blend,France,85
Bordeaux-style Red Blend,France,88
Bordeaux-style Red Blend,France,88
Pinot Noir,France,93
Pinot Noir,France,93
Pinot Noir,France,93
Chardonnay,France,88
Gamay,France,88
Pinot Noir,France,93
Rhône-style White Blend,France,88
Pinot Noir,France,93
Chardonnay,France,88
Rosé,France,91
Rosé,France,91
Gamay,France,88
Pinot Noir,France,93
Pinot Noir,France,93
Gamay,France,88
Rhône-style White Blend,France,91
Rhône-style Red Blend,France,85
Bordeaux-style Red Blend,France,85
Sauvignon,France,85
Syrah,France,85
Chardonnay-Viognier,France,85
Rhône-style Red Blend,France,91
Bordeaux-style Red Blend,France,88
Rosé,France,86
Bordeaux-style Red Blend,France,92
Bordeaux-style White Blend,France,91
Chardonnay,France,92
Champagne Blend,France,92
Bordeaux-style Red Blend,France,91
Riesling,France,92
Bordeaux-style Red Blend,France,91
Riesling,France,92
Pinot Gris,France,92
Pinot Noir,France,92
Bordeaux-style White Blend,France,91
Rhône-style Red Blend,France,86
Chardonnay,France,92
Sparkling Blend,France,92
Gewürztraminer,France,92
Chardonnay,France,92
Sparkling Blend,France,92
Riesling,France,92
Syrah,France,89
Red Blend,France,88
Gamay,France,86
Pinot Noir,France,91
Gamay,France,91
Pinot Noir,France,91
Pinot Noir,France,91
Pinot Noir,France,92
Chardonnay,France,92
Pinot Gris,France,92
Riesling,France,92
Chardonnay,France,92
Pinot Noir,France,92
Pinot Noir,France,92
Pinot Noir,France,92
Rhône-style Red Blend,France,86
Rhône-style Red Blend,France,88
Chardonnay,France,92
White Blend,France,92
Rosé,France,86
Chardonnay,France,92
Bordeaux-style Red Blend,France,92
Bordeaux-style Red Blend,France,92
Bordeaux-style White Blend,France,92
Bordeaux-style White Blend,France,92
Loin de l'Oeil,France,92
Pinot Noir,France,92
Bordeaux-style Red Blend,France,91
Chardonnay,France,92
Pinot Noir,France,92
Pinot Noir,France,92
Pinot Noir,France,92
Chardonnay,France,92
Bordeaux-style Red Blend,France,91
Bordeaux-style Red Blend,France,91
Pinot Noir,France,93
Pinot Noir,France,93
Pinot Noir,France,93
Pinot Gris,France,91
Gewürztraminer,France,91
Riesling,France,91
